label,message,processed_message
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes place town meet exciting adult single uk txt chat pmsg
1,You are a winner U have been specially selected 2 receive Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,winner u specially selected receive holiday flight inc speak live operator claim pmin
0,Where are you lover ? I need you ...,lover need
0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,hey mate hows u honeydid u ave good holiday gimmi de gossx
0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",remember hurt day satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow
0,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,god love limit god grace measure god power boundary may u god endless blessing always ur life gud ni
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",contacted dating service someone know find call land line poboxwtgp
0,"U so lousy, run already come back then half dead... Hee...",u lousy run already come back half dead hee
0,I'm in class. Did you get my text.,im class get text
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance r ltdecimalgt transaction id kr ltgt
0,"I noe la... U wana pei bf oso rite... K lor, other days den...",noe la u wana pei bf oso rite k lor day den
0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx
0,JADE ITS PAUL. Y DIDNÂT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,jade paul didnt u txt u remember barmed want talk u txt
0,WHAT TIME U WRKIN?,time u wrkin
0,Ugh fuck it I'm resubbing to eve,ugh fuck im resubbing eve
0,Ya! when are Ã¼ taking ure practical lessons? I start in june..  ,ya taking ure practical lesson start june
0,"Hiya, had a good day? Have you spoken to since the weekend?",hiya good day spoken since weekend
0,Why she wants to talk to me,want talk
0,Is there coming friday is leave for pongal?do you get any news from your work place.,coming friday leave pongaldo get news work place
0,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune
0,Then why you not responding,responding
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",helloooo wake sweet morning welcome enjoy day full joy gud mrng
1,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrats mobile g videophones r call videochat wid mate play java game dload polyph music noline rentl
0,"I'm not coming over, do whatever you want",im coming whatever want
0,Draw va?i dont think so:),draw vai dont think
0,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ceri u rebel sweet dreamz little buddy c ya moro need bloke
0,Nice.nice.how is it working?,nicenicehow working
0,No dear i do have free messages without any recharge. Hi hi hi,dear free message without recharge hi hi hi
0,Where are you call me.,call
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes place town meet exciting adult single uk txt chat pmsg
0,What's a feathery bowa? Is that something guys have that I don't know about?,whats feathery bowa something guy dont know
1,"URGENT! Your Mobile No 07808726822 was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent mobile awarded bonus caller prize nd attempt contact call boxqu
0,Well I might not come then...,well might come
1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,day kick euro u kept date latest news result daily removed send get txt stop
0,* Will have two more cartons off u and is very pleased with shelves,two carton u pleased shelf
0,Umma my life and vava umma love you lot dear,umma life vava umma love lot dear
0,Good night my dear.. Sleepwell&amp;Take care,good night dear sleepwellamptake care
0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycling read twice people spend time earning money money spent spending time good morning keep smiling
0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
0,Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..,go home first lar wait lor put stuff first
0,Me n him so funny...,n funny
0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif si lor aft bathing dog bathe look like going rain soon
0,"G says you never answer your texts, confirm/deny",g say never answer text confirmdeny
0,Cheers for the message Zogtorius. IÂve been staring at my phone for an age deciding whether to text or not.,cheer message zogtorius ive staring phone age deciding whether text
0,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,family responding anything room went home diwali one called coming make feel like died
0,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thanks da thangam feel happy dear also miss da
1,"URGENT! Last weekend's draw shows that you have won Â£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",urgent last weekend draw show cash spanish holiday call claim tc rstm sw s ppm
0,He needs to stop going to bed and make with the fucking dealing,need stop going bed make fucking dealing
1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt ordered ringtone order processed
0,"Yep, at derek's house now, see you Sunday &lt;3",yep dereks house see sunday lt
0,Nope. Meanwhile she talk say make i greet you.,nope meanwhile talk say make greet
0,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,hello beautiful r u ok ive kinda ad row wiv walked pub wanted night wiv u miss u
0,Thanks for ve lovely wisheds. You rock,thanks lovely wisheds rock
0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways go gym whatever love smile hope ok good day babe miss much already
1,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",final chance claim ur worth discount voucher today text yes savamob member offer mobile c savamob pobox muz sub
0,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,meant say cant wait see u getting bored bridgwater banter
0,I tot u reach liao. He said t-shirt.,tot u reach liao said tshirt
0,Enjoy urself tmr...,enjoy urself tmr
1,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number awarded prize guaranteed call land line claim valid hr
0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough â¦",dont know thing thats wrong everyso often panicks start goin bout bein good enough
0,"Yeah I am, so I'll leave maybe 7ish?",yeah ill leave maybe ish
0,I hope you know I'm still mad at you.,hope know im still mad
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch remember get back must decide easter
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back brum thanks putting u keeping u happy see soon
0,"There're some people by mu, I'm at the table by lambda",therere people mu im table lambda
1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,rtking pro video club need help inforingtonekingcouk call must club credit redeemable wwwringtonekingcouk enjoy
0,"No my blankets are sufficient, thx",blanket sufficient thx
0,Can Ã¼ send me a copy of da report?,send copy da report
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,private account statement show unredeemed point call identifier code expires
0,"Aight, sounds good. When do you want me to come down?",aight sound good want come
0,Its going good...no problem..but still need little experience to understand american customer voice...,going goodno problembut still need little experience understand american customer voice
1,URGENT! We are trying to contact U Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,urgent trying contact u today draw show prize guaranteed call land line claim j po boxcpm
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find todaygood morning
0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,know shall speak ltgt minute
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent ltgt mesages today thats sorry hurt
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",new mobile must go txt nokia collect todayfrom wwwtcbiz optout gbpmtmsg txtauction
0,"Sorry, I'll call later",sorry ill call later
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",wonder phone battery went dead tell love babe
0,Is that on the telly? No its Brdget Jones!,telly brdget jones
0,Lmao!nice 1,lmaonice
0,Erutupalam thandiyachu,erutupalam thandiyachu
0,What happened in interview?,happened interview
0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love get interview today happy good boy think meare missing
0,Yes. that will be fine. Love you. Be safe.,yes fine love safe
0,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrowpls accomodate
0,I am in tirupur.  call you da.,tirupur call da
0,Mm have some kanji dont eat anything heavy ok,mm kanji dont eat anything heavy ok
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model say
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe wake miss crave need
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss
0,Dai  &lt;#&gt;  naal eruku.,dai ltgt naal eruku
0,Ladies first and genus second k .,lady first genus second k
0,The basket's gettin full so I might be by tonight,basket gettin full might tonight
0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt u deyhope ur ok tot u daylove n misstake care
0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight latest probably closer jay tyler two trip
0,Daddy will take good care of you :),daddy take good care
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend ptone reply hl info
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey happened u switch ur cell whole day isnt good u care give call tomorrow
0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,carlos taking sweet time usual let know patty donewant smoke ill tell haul as
0,Hey... are you going to quit soon? Xuhui and i working till end of the month ,hey going quit soon xuhui working till end month
0,Reverse is cheating. That is not mathematics.,reverse cheating mathematics
0,"Sir, waiting for your letter.",sir waiting letter
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life never much fun great came made truly special wont forget enjoy one gbpsms
0,Great escape. I fancy the bridge but needs her lager. See you tomo ,great escape fancy bridge need lager see tomo
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,call number available appointment ask connect call waheed fathima
0,"Not really dude, have no friends i'm afraid :(",really dude friend im afraid
0,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory
0,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,u really pig leh sleep much dad wake smth eat lunch today
1,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),ever thought living good life perfect partner txt back name age join mobile community psms
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptx
0,I did. One slice and one breadstick. Lol,one slice one breadstick lol
0,Po de :-):):-):-):-). No need job aha.,po de need job aha
0,"Miss ya, need ya, want ya, love ya.",miss ya need ya want ya love ya
1,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentine day special win quiz take partner trip lifetime send go pmsg rcvd custcare
0,Oh god. I'm gonna Google nearby cliffs now.,oh god im gon na google nearby cliff
0,You sure your neighbors didnt pick it up,sure neighbor didnt pick
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",spend day waiting ideal path appear front u forget path made walking waiting goodnight
0,I liked your new house,liked new house
0,Can do lor...,lor
0,K..k.:)congratulation ..,kkcongratulation
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network bt txting gravel nt eca pmsgp
0,"Haha I heard that, text me when you're around",haha heard text youre around
0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,leaving qatar tonite search opportunityall went fastpls add ur prayer dearrakhesh
0,Does she usually take fifteen fucking minutes to respond to a yes or no question,usually take fifteen fucking minute respond yes question
0,I'm home...,im home
0,Yunny... I'm goin to be late,yunny im goin late
0,R u saying i should re order the slippers cos i had to pay for returning it.,r u saying order slipper co pay returning
0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",meh thgt clash really ah dun mind dun seen lost weight gee
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day going smoothly really hoped wont bother bill cant settle month extra cash know challenging time also let know
0,Yup i'm elaborating on the safety aspects and some other issues..,yup im elaborating safety aspect issue
0,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,havent heard anything he answering text im guessing flaked said jb fantastic
0,"Sorry, I'll call later  &lt;#&gt; mins",sorry ill call later ltgt min
0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",good morning boytoy hows yummy lip wheres sexy bun think crave need
0,Thanks for loving me so. You rock,thanks loving rock
0,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday
0,Actually i'm waiting for 2 weeks when they start putting ad.,actually im waiting week start putting ad
0,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work bus
0,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,got new job bar airport satsgettin per hour mean lie keep touch
0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ill pick pm go taunton still want come
0,Tell me whos this pls:-),tell who pls
0,I will see in half an hour,see half hour
0,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,u gd lor go shopping got stuff u wan watch infernal affair come lar
0,Kallis wont bat in 2nd innings.,kallis wont bat nd inning
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,dont run away frm u walk slowly amp kill u dont care enough stop
1,Thanks for your subscription to Ringtone UK your mobile will be charged Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,thanks subscription ringtone uk mobile charged month please confirm replying yes reply charged
0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ok later showing around want cld drink wld prefer spend money nosh dont mind nxt wk
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase
0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,lol wont feel bad use money take steak dinner
0,"Sir, i am waiting for your call.",sir waiting call
0,Lmao ok I wont be needing u to do my hair anymore.,lmao ok wont needing u hair anymore
0,How are you. Wish you a great semester,wish great semester
0,Oh k. . I will come tomorrow,oh k come tomorrow
0,Hi Princess! Thank you for the pics. You are very pretty. How are you?,hi princess thank pic pretty
0,I am in hospital da. . I will return home in evening,hospital da return home evening
0,Wot u up 2 u weirdo?,wot u u weirdo
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent trying contact last weekend draw show prize guaranteed call claim code valid hr
1,"For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk
0,"Aight, I'm chillin in a friend's room so text me when you're on the way",aight im chillin friend room text youre way
0,I was just callin to say hi. Take care bruv!,callin say hi take care bruv
0,Watching tv lor. Nice one then i like lor.,watching tv lor nice one like lor
0,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,nooooooo im gon na bored death day cable internet outage
0,K I'll be sure to get up before noon and see what's what,k ill sure get noon see whats
1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",hack chat get backdoor entry chat room fraction cost reply neo call subscribe p pm dp bcm box ldn wcnxx
0,"Hi Chikku, send some nice msgs",hi chikku send nice msg
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
0,I'm in chennai velachery:),im chennai velachery
0,"Same, I'm at my great aunts anniversary party in tarpon springs",im great aunt anniversary party tarpon spring
0,I'm not coming home 4 dinner.,im coming home dinner
0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",yeah fact asked needed anything like hour ago much
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check choose babe video smsshsexnetun fgkslpopw fgkslpo
0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,thinking chuckin ur red green n black trainners save carryin bac train
0,"K so am I, how much for an 8th? Fifty?",k much th fifty
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boy made fun today ok problem sent one message fun
0,"Whatever, juliana. Do whatever you want.",whatever juliana whatever want
0,Whens your radio show?,whens radio show
0,Ya had just now.onion roast.,ya nowonion roast
0,Hi! This is Roger from CL. How are you?,hi roger cl
0,Wat time do u wan 2 meet me later?,wat time u wan meet later
1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpson movie released july name band died start film agreen day bblue day cred day send b c
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,world happiest frnds never character dey best understanding difference
0,Don know..wait i will check it.,knowwait check
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,oops sorry check dont mind picking tomo half eight station would ok
0,University of southern california.,university southern california
0,Do you hide anythiing or keeping distance from me,hide anythiing keeping distance
0,At the funeral home with Audrey and dad,funeral home audrey dad
0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
0,That day you asked about anand number. Why:-),day asked anand number
0,I'm wif him now buying tix lar...,im wif buying tix lar
0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,dnt worryuse ice piece cloth packalso take tablet
0,Yes I know the cheesy songs from frosty the snowman :),yes know cheesy song frosty snowman
0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni dearslp welltake careswt dreamsmuah
0,I'm fine. Hope you are good. Do take care.,im fine hope good take care
0,Can i meet Ã¼ at 5.. As 4 where depends on where Ã¼ wan 2 in lor..,meet depends wan lor
0,Change again... It's e one next to escalator...,change e one next escalator
1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,tried call reply sm video mobile min unlimited text free camcorder reply call del thurs
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental mths cross ntwk min txts call mobileupd calloptout
0,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",havent found way get another app phone eh go net cafe take job geeee need babe crave see
0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl
1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),getting touch folk waiting company txt back name age opt enjoy community psms
0,Ok. C u then.,ok c u
0,Not able to do anything.,able anything
1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.,wamma get laidwant real doggin location sent direct mobile join uk largest dogging network txt dog nownyt eca lp msg
0,K k:) sms chat with me.,k k sm chat
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
0,May i call You later Pls,may call later pls
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,What???? Hello wats talks email address?,hello wats talk email address
0,Ok then i will come to ur home after half an hour,ok come ur home half hour
0,I'm at work. Please call,im work please call
0,Sorry about that this is my mates phone and i didnt write it love Kate,sorry mate phone didnt write love kate
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe said hour almost internet
0,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,mile smile r made frm letter u know difference smile ur face keep happy even though mile away u keep smiling good nyt
0,Dear got bus directly to calicut,dear got bus directly calicut
0,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning said like ok
1,You have WON a guaranteed Â£1000 cash or a Â£2000 prize.To claim yr prize call our customer service representative on,guaranteed cash prizeto claim yr prize call customer service representative
1,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,registered optin subscriber ur draw gift voucher entered receipt correct an whats bbc chart
0,Still at west coast... Haiz... Ã'll take forever to come back...,still west coast haiz take forever come back
0,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",hey babe u doin wot u nite love annie x
0,"Cool, text me when you're ready",cool text youre ready
0,HMM yeah if your not too grooved out! And im looking forward to my pound special :),hmm yeah grooved im looking forward pound special
0,"Sorry, I'll call later",sorry ill call later
0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight
0,I'm really sorry I lit your hair on fire,im really sorry lit hair fire
0,Aah bless! How's your arm?,aah bless hows arm
0,You are right. Meanwhile how's project twins comin up,right meanwhile hows project twin comin
0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
0,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok thats cool either raglan rd edward rd behind cricket ground gim ring ur closeby see tuesday
0,Hi Petey!noiÂm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,hi peteynoim ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit j love ya amx
0,We live in the next  &lt;#&gt; mins,live next ltgt min
0,Yeah sure I'll leave in a min,yeah sure ill leave min
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",get lion england tone reply lionm mono lionp poly go wwwringtonescouk original n best tone gbp network operator rate apply
0,Do you like Italian food?,like italian food
0,You should get more chicken broth if you want ramen unless there's some I don't know about,get chicken broth want ramen unless there dont know
0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey really pretty late want go lesson first join im reaching tp mrt
0,Or ill be a little closer like at the bus stop on the same street,ill little closer like bus stop street
0,"Fair enough, anything going on?",fair enough anything going
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,yar quite clever aft many guess lor got ask bring thk darren willing go aiya thk leona still attach wat
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",daddy shu shu looking u u wan tell ure singapore wat
0,Okie,okie
0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like def wont let u go haha say term condition
0,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",yet chikkuk wat abt tht guy stopped irritating msging u
0,Just getting back home,getting back home
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snickering tell x totally fucking chord speak
0,I see the letter B on my car,see letter b car
1,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alert reply word
1,TBS/PERSOLVO. been chasing us since Sept forÂ£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,tbspersolvo chasing u since sept definitely paying thanks information ignore kath manchester
0,"Sorry, I'll call later",sorry ill call later
0,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,im way home went change batt watch go shop bit lor
1,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,themobyo yo yohere come new selection hot downloads member get free click open next link sent ur fone
0,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",boy late home father power frndship
0,No problem. How are you doing?,problem
0,No go. No openings for that room 'til after thanksgiving without an upcharge.,go opening room til thanksgiving without upcharge
0,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthly amount terrible pay anything till month finishing school
0,Y Ã¼ wan to go there? C doctor?,wan go c doctor
